id;ruolo;nome;squadra;partiteGiocate;mediaVoto;mediaFantaVoto;goalFatti;goalSubiti;rp;rc;r+;r-;assist;asf;ammonizioni;espulsioni;autoGoal;isFavorite
4991;A;GUDJOHNSEN;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4992;A;GYASI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4994;D;VOJVODA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4995;C;SEGRE;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4996;P;PANDUR;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4997;D;RUEGG;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4998;D;MOLINA N.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
4999;D;OUWEJAN;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5000;D;MAGALLAN;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5001;C;MIRANCHUK;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5002;C;VULIC;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5003;A;KARGBO;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5004;A;FORESTIERI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5005;P;ZOET;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5006;D;PICCINI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5007;C;ILIC;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5008;C;EDUARDO HENRIQUE;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5009;A;RIVIERE;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5010;D;ISMAJLI;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5011;A;DRAGUS;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5012;A;MURIQI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5013;A;ASORO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5060;A;AKE' M.;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5086;A;ZIRKZEE;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5233;A;MAYORAL;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5286;C;AKPA AKPRO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5287;C;ARSLAN;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5289;P;CRESPI;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5290;C;ESTEVEZ;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5292;A;LAMMERS;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5293;D;MOJICA;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5297;A;LUVUMBO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5298;C;POBEGA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5300;D;HICKEY;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5303;A;MALES;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5304;P;BOER;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5306;P;ALIA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5307;D;VALENTI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5310;A;HAUGE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5311;A;SHOMURODOV;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5312;C;LEO' SENA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5315;C;PALUMBO A.;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5316;D;AMIONE;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5317;C;BRUNETTA;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5318;C;TRAMONI M.;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5319;C;SOHM;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5320;P;PALEARI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5322;A;MIHAILA;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5323;D;MARTINEZ QUARTA;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5326;D;BUSI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5327;D;OSORIO;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5328;C;GOJAK;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5329;C;MAKENGO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5331;C;BASIT;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5332;D;BASTONI S.;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5333;P;GASPARINI;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5336;A;NZOLA;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5338;P;RINALDI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5341;C;EBOA EBONGUE;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5345;P;FARELLI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5346;C;ROJAS;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5352;A;DI SERIO;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5353;D;BALOGH;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5354;D;RUGGERI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5355;D;UDOGIE;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5359;D;KHAILOTI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5360;A;VERGANI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5361;A;RABBI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5362;A;PAGLIUCA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5363;C;GYABUAA;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5364;A;CASO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5365;D;DRAGUSIN;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5368;A;YEBOAH;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5375;D;MAEHLE;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5376;D;PASTINA;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5377;D;RICCI G.;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5378;A;ODDEI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5379;D;ONGUENE';Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5380;A;CIOFFI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5381;D;DIERCKX;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5385;D;ZAGARITIS;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5391;A;KOKORIN;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5393;A;MAN;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5394;A;GAICH;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5395;A;BRAAF;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5397;C;KOVALENKO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5398;D;REYNOLDS;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5399;D;ANTOV;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5401;A;PELLE';Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5406;D;DI PARDO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5408;D;GHISLANDI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5414;A;KARAMOKO IS.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5415;A;TRAORE' C.;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5419;A;CORREIA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5420;C;DARBOE;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5421;C;CAMARA D.;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5422;C;ZALEWSKI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5423;C;BOVE;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5424;D;AMEY;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5425;C;URBANSKI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5436;A;RAIMONDO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5438;C;KOSZNOVSZKY;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5439;A;KALLON;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5442;C;BERTINI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
5443;C;DIAMBO;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false
